"","HS.Code_6","BEC4","BEC.Descriptions","Retained.Goods"
"681","40640","122","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"682","40690","122","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"683","40711","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"684","40719","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"685","40721","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"686","40729","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"687","40790","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"688","40811","121","Food and Beverage: Primary- Mainly for Industry","Intermediate Goods"
"689","40819","121","Food and Beverage: Primary- Mainly for Industry","Intermediate Goods"
"690","40891","121","Food and Beverage: Primary- Mainly for Industry","Intermediate Goods"
"691","40899","121","Food and Beverage: Primary- Mainly for Industry","Intermediate Goods"
"692","40900","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"693","41000","122","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"695","50100","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"696","50210","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"697","50290","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"698","51199","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"702","50400","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"703","50510","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"704","50590","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"705","50610","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"706","50690","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"707","50710","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"710","50790","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"713","50800","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"718","51000","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"719","51110","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"721","51191","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"728","60110","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"731","60120","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"734","60210","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"735","60220","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"736","60230","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"737","60240","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"738","60290","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"740","60311","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"741","60312","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"742","60313","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"743","60314","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"744","60315","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"745","60319","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"746","60390","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"747","60420","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"748","60490","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"751","70110","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"752","70190","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"753","70200","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"754","70310","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"755","70320","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"756","70390","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"757","70410","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"758","70420","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"759","70490","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"760","70511","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"761","70519","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"762","70521","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"763","70529","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"764","70610","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"765","70690","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"766","70700","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"767","70810","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"768","70820","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"769","70890","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"770","70991","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"773","70992","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"776","70993","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"779","70999","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"782","70920","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"785","70930","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"788","70940","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"791","70951","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"792","70959","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"794","70960","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"797","70970","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"812","71010","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"813","71021","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"814","71022","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"815","71029","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"816","71030","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"817","71040","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"818","71080","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"819","71090","112","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"820","71120","122","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"824","71190","122","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"828","71140","122","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"832","71151","122","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"836","71159","122","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"848","71220","122","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"849","71231","122","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
"850","71232","122","Food and Beverage: Processed- Mainly for Household consumption","Consumption Goods"
